2025/12/27 22:28:17 Connected to Database
2025/12/27 22:28:18 Database Migrated
2025/12/27 22:28:18 [AUTH] Attempting to initialize superadmin from environment: korobprog@gmail.com
2025/12/27 22:28:18 [AUTH] User korobprog@gmail.com found. Updating role to superadmin and syncing password.
2025/12/27 22:28:18 Registering /api/messages routes...
2025/12/27 22:28:18 Routes registered.
2025/12/27 22:28:18 Server starting on port :8081

 ┌───────────────────────────────────────────────────┐ 
 │                   Fiber v2.52.0                   │ 
 │               http://127.0.0.1:8081               │ 
 │       (bound on host 0.0.0.0 and port 8081)       │ 
 │                                                   │ 
 │ Handlers ............ 79  Processes ........... 1 │ 
 │ Prefork ....... Disabled  PID ............ 189777 │ 
 └───────────────────────────────────────────────────┘ 

22:28:19 | 404 |      90.858µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_0.jpg | Cannot GET /uploads/dating/user_15_photo_0.jpg
22:28:24 | 404 |      63.106µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_1.jpg | Cannot GET /uploads/dating/user_15_photo_1.jpg
22:28:25 | 101 |      44.278µs | 127.0.0.1 | GET | /api/ws/9 | -
22:28:26 | 200 |   15.567333ms | 127.0.0.1 | GET | /api/dating/stats | -
22:28:29 | 404 |      50.121µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_2.jpg | Cannot GET /uploads/dating/user_15_photo_2.jpg
22:28:30 | 200 |    2.067671ms | 127.0.0.1 | GET | /api/dating/stats | -
22:28:34 | 404 |      46.451µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_3.jpg | Cannot GET /uploads/dating/user_15_photo_3.jpg
22:28:35 | 404 |      58.639µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_0.jpg | Cannot GET /uploads/dating/user_15_photo_0.jpg
22:28:41 | 404 |      53.708µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_1.jpg | Cannot GET /uploads/dating/user_15_photo_1.jpg
22:28:46 | 404 |      55.583µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_2.jpg | Cannot GET /uploads/dating/user_15_photo_2.jpg
22:28:51 | 404 |      46.884µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_3.jpg | Cannot GET /uploads/dating/user_15_photo_3.jpg
22:28:53 | 200 |    8.009916ms | 127.0.0.1 | GET | /api/dating/candidates | -
22:28:53 | 200 |   11.315877ms | 127.0.0.1 | GET | /api/dating/stats | -
22:28:53 | 200 |   12.874102ms | 127.0.0.1 | GET | /api/dating/stats | -
22:28:53 | 200 |    11.24613ms | 127.0.0.1 | GET | /api/dating/cities | -
22:28:53 | 200 |   17.242805ms | 127.0.0.1 | GET | /api/friends/9 | -
22:28:53 | 404 |      49.398µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_0.jpg | Cannot GET /uploads/dating/user_15_photo_0.jpg
22:30:06 | 101 |      40.713µs | 127.0.0.1 | GET | /api/ws/9 | -
22:30:06 | 200 |    3.837907ms | 127.0.0.1 | GET | /api/v1/models | -
22:30:06 | 200 |   12.235763ms | 127.0.0.1 | POST | /api/heartbeat/9 | -
22:30:07 | 200 |    1.666238ms | 127.0.0.1 | GET | /api/contacts | -
22:30:07 | 200 |    2.911523ms | 127.0.0.1 | GET | /api/friends/9 | -
22:30:07 | 200 |    1.901607ms | 127.0.0.1 | GET | /api/blocks/9 | -
22:30:20 | 200 |    2.470779ms | 127.0.0.1 | GET | /api/friends/9 | -
22:30:20 | 200 |    2.670091ms | 127.0.0.1 | GET | /api/dating/candidates | -
22:30:20 | 200 |    1.999559ms | 127.0.0.1 | GET | /api/dating/cities | -
22:30:20 | 200 |     738.033µs | 127.0.0.1 | GET | /api/dating/stats | -
22:30:20 | 200 |    1.130628ms | 127.0.0.1 | GET | /api/dating/stats | -
22:30:20 | 404 |      52.769µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_0.jpg | Cannot GET /uploads/dating/user_15_photo_0.jpg
22:30:20 | 404 |       44.82µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_0.jpg | Cannot GET /uploads/dating/user_15_photo_0.jpg
22:30:20 | 404 |       48.16µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_0.jpg | Cannot GET /uploads/dating/user_15_photo_0.jpg
22:30:21 | 404 |      50.356µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_0.jpg | Cannot GET /uploads/dating/user_15_photo_0.jpg
22:30:27 | 404 |      44.112µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_1.jpg | Cannot GET /uploads/dating/user_15_photo_1.jpg
22:30:29 | 200 |    3.544038ms | 127.0.0.1 | GET | /api/v1/models | -
22:30:29 | 101 |      50.501µs | 127.0.0.1 | GET | /api/ws/9 | -
22:30:29 | 200 |   10.720751ms | 127.0.0.1 | POST | /api/heartbeat/9 | -
22:30:29 | 200 |    1.138805ms | 127.0.0.1 | GET | /api/contacts | -
22:30:30 | 200 |    1.455854ms | 127.0.0.1 | GET | /api/friends/9 | -
22:30:30 | 200 |     754.817µs | 127.0.0.1 | GET | /api/blocks/9 | -
22:30:32 | 200 |    2.154529ms | 127.0.0.1 | GET | /api/friends/9 | -
22:30:32 | 200 |     418.453µs | 127.0.0.1 | GET | /api/dating/cities | -
22:30:32 | 200 |     1.80881ms | 127.0.0.1 | GET | /api/dating/candidates | -
22:30:32 | 200 |     883.848µs | 127.0.0.1 | GET | /api/dating/stats | -
22:30:32 | 200 |      678.27µs | 127.0.0.1 | GET | /api/dating/stats | -
22:30:32 | 404 |      49.465µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_0.jpg | Cannot GET /uploads/dating/user_15_photo_0.jpg
22:30:32 | 404 |       47.05µs | 127.0.0.1 | GET | /uploads/dating/user_15_photo_0.jpg | Cannot GET /uploads/dating/user_15_photo_0.jpg
